case,wind_m_s,tide_amplitude_m,external_low_clock,wind_calm_clock,first_route_clock,route_local_depth_min_clock,route_local_rewet_2cm_clock,simultaneous_parallel_route_loss_clock,first_half_width_collapse_clock,all_segments_closed_clock,parallel_window_h,current_cycle_rising_tide_wind_tilt_overlap_h,max_pre_calm_west_minus_east_head_m,max_pre_calm_surface_head_span_m,max_pre_calm_tilt_energy_j,west_storage_gain_at_calm_m3,sill_flux_at_calm_m3_s,sea_minus_lagoon_head_at_calm_m,cumulative_boundary_inflow_at_calm_m3,post_calm_peak_route_speed_p95_m_s,post_calm_peak_route_speed_max_m_s,post_calm_peak_route_hu_p95_m2_s,post_calm_peak_route_hu_max_m2_s,post_calm_peak_depth_rise_cm_min,post_calm_peak_width_loss_m_min,post_calm_width_loss_fraction,post_calm_complete_lane_drop,rewet_to_route_loss_h,alarm_proxy,tide_phase_status,central_mixed_n_max_safe_by_0530,central_first_entry_clock,central_last_exit_clock
phase_w19.0_low03.5_stop04.5,19.0,0.15,03:30,05:00,01:10,05:20,06:20,03:40,05:50,06:50,2.5,1.0001825009771093,0.8716602190997101,1.1900847914278214,287435799415.7827,39884472.80544862,-0.013677568571887564,0.040549896346054326,7539137.155070993,0.14966718666172615,0.15749085102465665,0.04219931608137952,0.046537057183849054,0.07778343350148521,5.749999999999959,1.0,0,-2.666666666666668,noticeable_progressive_return,sensitivity_clock_not_ancient_prediction,32400.0,01:10,05:30
phase_w19.0_low04.5_stop04.0,19.0,0.15,04:30,04:30,01:00,05:10,06:10,04:10,06:00,06:50,3.166666666666666,0.0,0.8674830385608974,1.1881069974789358,283485286645.32666,41018818.766772,-0.13104506853282696,0.09223958769595866,1575087.5294649766,0.13368820053420202,0.1434562591488758,0.03309840815530553,0.03724415104391523,0.07638151782135033,4.9999999999999645,1.0,0,-2.0,noticeable_progressive_return,sensitivity_clock_not_ancient_prediction,43200.0,01:00,05:30
